FOREST_TYPE_GROUP,DIAMETER_CLASS:_2_INCH_CLASS_TO_29,DISTURBANCE_1,ESTIMATE,VARIANCE,PLOT_COUNT,SE,SE_PERCENT
Oak / gum / cypress group,9.0-10.9,Human-caused damage,88384.70250192835,2243784986.177689,2,47368.6076022685,53.593672051150506
Oak / gum / cypress group,11.0-12.9,Human-caused damage,39939.072599262094,820206322.8836966,1,28639.244453785726,71.70733467235006
Oak / gum / cypress group,13.0-14.9,Human-caused damage,165826.70836521682,14139567348.687698,1,118909.91274358795,71.70733467235007
Oak / gum / cypress group,15.0-16.9,Human-caused damage,55330.340285990795,3023211369.617732,1,54983.737319481406,99.37357521259065
Oak / gum / cypress group,17.0-18.9,Human-caused damage,153287.86396607803,11305528553.615973,1,106327.45907627048,69.36456437268922
Oak / gum / cypress group,21.0-28.9,Human-caused damage,270720.46749379346,35262858051.72954,1,187784.07294477755,69.36456437268922
Elm / ash / cottonwood group,1.0-2.9,No visible disturbance,2263177.755515204,61405688153.055046,95,247801.71136022254,10.949281856290224
Elm / ash / cottonwood group,3.0-4.9,No visible disturbance,3793143.2095728656,190218974524.564,63,436141.00303063,11.498142277621586
Elm / ash / cottonwood group,5.0-6.9,No visible disturbance,4586353.923521332,211766622576.24408,122,460181.0758562808,10.033701792969365
Elm / ash / cottonwood group,7.0-8.9,No visible disturbance,5802032.696183546,324731482018.8161,110,569852.1580364648,9.821595083586852
Elm / ash / cottonwood group,9.0-10.9,No visible disturbance,5940355.988429578,376929471482.3362,80,613945.8212923484,10.33516884321699
Elm / ash / cottonwood group,11.0-12.9,No visible disturbance,5881167.13988767,396648478122.45935,72,629800.3478265627,10.70876465242904
Elm / ash / cottonwood group,13.0-14.9,No visible disturbance,5833121.031067472,500933169372.16327,52,707766.323988478,12.133578580298298
Elm / ash / cottonwood group,15.0-16.9,No visible disturbance,5171657.549434616,628149155575.3243,36,792558.6133374139,15.3250404877264
Elm / ash / cottonwood group,17.0-18.9,No visible disturbance,5392407.3761388585,818473670719.3019,35,904695.3469092797,16.777206983888362
Elm / ash / cottonwood group,19.0-20.9,No visible disturbance,4989068.521450443,800143673440.3855,23,894507.5032890365,17.929348924415685
Elm / ash / cottonwood group,21.0-28.9,No visible disturbance,8998926.717776094,2579439563846.8643,25,1606063.3747915628,17.847276960473675
Elm / ash / cottonwood group,29.0+,No visible disturbance,5035034.2239852995,2479809542046.9863,8,1574741.1031807694,31.275678240263083
Elm / ash / cottonwood group,1.0-2.9,Beaver (includes flooding caused by beaver),103306.3056786937,2239933364.6830726,5,47327.93429554128,45.81320954670667
Elm / ash / cottonwood group,3.0-4.9,Beaver (includes flooding caused by beaver),293127.4738283377,21828614744.280914,4,147745.100576232,50.403020449306304
Elm / ash / cottonwood group,5.0-6.9,Beaver (includes flooding caused by beaver),252123.31226885592,11356499851.555273,6,106566.87971201593,42.267761260559894
Elm / ash / cottonwood group,7.0-8.9,Beaver (includes flooding caused by beaver),208682.4721945897,7406627078.724745,6,86061.76316300256,41.24053268966103
Elm / ash / cottonwood group,9.0-10.9,Beaver (includes flooding caused by beaver),100453.60605954673,3195075166.890545,4,56524.99594772692,56.26975293870499
Elm / ash / cottonwood group,11.0-12.9,Beaver (includes flooding caused by beaver),181504.25012815266,20872869216.425674,3,144474.45869919594,79.59838879650944
Elm / ash / cottonwood group,13.0-14.9,Beaver (includes flooding caused by beaver),47545.91461112829,1212226441.0622706,2,34817.04239395229,73.22825247703456
Elm / ash / cottonwood group,15.0-16.9,Beaver (includes flooding caused by beaver),151345.8713836488,14349231788.898933,2,119788.27901301085,79.14869293616728
Elm / ash / cottonwood group,17.0-18.9,Beaver (includes flooding caused by beaver),146986.55501090636,10723192107.441261,1,103552.8469306434,70.45055714310728
Elm / ash / cottonwood group,21.0-28.9,Beaver (includes flooding caused by beaver),876431.423339096,265313478716.4931,3,515085.89450352173,58.77081546678322
Elm / ash / cottonwood group,1.0-2.9,"Wind (includes hurricane, tornado)",43541.322805725344,933660322.6392895,1,30555.855783127554,70.1766823196049
Elm / ash / cottonwood group,3.0-4.9,"Wind (includes hurricane, tornado)",193951.29921493324,16803360453.431139,2,129627.77655051844,66.83521949851304
Elm / ash / cottonwood group,5.0-6.9,"Wind (includes hurricane, tornado)",72612.92083115198,1649294714.472066,3,40611.50963054767,55.928764695999874
Elm / ash / cottonwood group,7.0-8.9,"Wind (includes hurricane, tornado)",50052.14036646088,796658154.6494683,3,28225.133385857866,56.391461342522454
Elm / ash / cottonwood group,9.0-10.9,"Wind (includes hurricane, tornado)",60904.35354182059,1952461012.6279144,1,44186.66102601456,72.55090721170424
Elm / ash / cottonwood group,11.0-12.9,"Wind (includes hurricane, tornado)",108263.29203689621,2983139577.009055,2,54618.12498620815,50.44934802794862
Elm / ash / cottonwood group,13.0-14.9,"Wind (includes hurricane, tornado)",49820.49616696639,2307942387.4186087,1,48041.04898332892,96.4282828945061
Elm / ash / cottonwood group,19.0-20.9,"Wind (includes hurricane, tornado)",415581.70765416493,43857488422.397835,3,209421.79548079,50.39244789259703
Elm / ash / cottonwood group,1.0-2.9,Flooding (weather induced),16769.959758968653,144607627.69398838,1,12025.291168782083,71.70733467235007
Elm / ash / cottonwood group,5.0-6.9,Flooding (weather induced),47757.12489475275,794710983.9210124,2,28190.61872185519,59.02913708474229
Elm / ash / cottonwood group,7.0-8.9,Flooding (weather induced),39930.19894884495,819841897.0135486,1,28632.881395583445,71.70733467235004
Elm / ash / cottonwood group,9.0-10.9,Flooding (weather induced),266323.35796757496,25252219779.21015,2,158909.47038867808,59.66786826412177
Elm / ash / cottonwood group,13.0-14.9,Flooding (weather induced),370440.7075717875,48148459329.156784,2,219427.57194381198,59.234195232522936
Elm / ash / cottonwood group,15.0-16.9,Flooding (weather induced),95694.06773115214,4708658480.920324,1,68619.66540956261,71.70733467235007
Elm / ash / cottonwood group,17.0-18.9,Flooding (weather induced),125795.75325665358,8136902658.025479,1,90204.78179135227,71.70733467235006
Other hardwoods group,1.0-2.9,No visible disturbance,259826.2246463271,6894365198.291444,7,83032.31418123575,31.95686435973063
Other hardwoods group,3.0-4.9,No visible disturbance,143537.45336571685,4861008472.221512,3,69720.93281233056,48.57333830125137
Other hardwoods group,5.0-6.9,No visible disturbance,174912.9129709472,3402951595.8202295,6,58334.82318324304,33.35078136451388
Other hardwoods group,7.0-8.9,No visible disturbance,72900.53578128874,950964382.1467963,3,30837.71039079906,42.301075102268484
Other hardwoods group,9.0-10.9,No visible disturbance,85056.80271338456,1244660094.6569228,3,35279.74056958076,41.477858847413664
Other hardwoods group,11.0-12.9,No visible disturbance,71378.678096886,1474825804.5385847,2,38403.46084064019,53.802426529268544
Other hardwoods group,13.0-14.9,No visible disturbance,300069.5306198092,44690237415.73017,1,211400.65613836248,70.45055714310729
Other hardwoods group,3.0-4.9,Insect damage to trees including seedlings and saplings,20929.679008147195,220233385.4202106,1,14840.26230968343,70.905350740958
Other hardwoods group,5.0-6.9,Insect damage to trees including seedlings and saplings,39484.520898993695,783811741.0846574,1,27996.638031818347,70.90535074095801
Other hardwoods group,7.0-8.9,Insect damage to trees including seedlings and saplings,67801.91345166546,2311223368.745836,1,48075.18454198419,70.90535074095801
Other hardwoods group,9.0-10.9,Insect damage to trees including seedlings and saplings,81277.41008974741,3321220668.6921215,1,57630.03269730221,70.90535074095803
Other hardwoods group,11.0-12.9,Insect damage to trees including seedlings and saplings,267017.8735591767,35845833673.39461,1,189329.959788182,70.905350740958
Other hardwoods group,13.0-14.9,Insect damage to trees including seedlings and saplings,100058.23040771086,5033425616.01452,1,70946.63921578329,70.90535074095801
Other hardwoods group,15.0-16.9,Insect damage to trees including seedlings and saplings,121290.3137414422,7396227449.935285,1,86001.32237317799,70.90535074095801
Other hardwoods group,17.0-18.9,Insect damage to trees including seedlings and saplings,65463.1776299878,2154528206.8627806,1,46416.89570471921,70.905350740958
Other hardwoods group,19.0-20.9,Insect damage to trees including seedlings and saplings,88642.48741851763,3950407417.9654336,1,62852.266609609505,70.90535074095801
Tropical hardwoods group,5.0-6.9,Unknown/not sure/other,5462.240039946126,14155976.44040435,1,3762.4428820122107,68.8809509376545
Tropical hardwoods group,7.0-8.9,Unknown/not sure/other,7238.54744675807,24859999.70555897,1,4985.980315400269,68.8809509376545
Tropical hardwoods group,11.0-12.9,Unknown/not sure/other,272088.61496518634,35125216369.555176,1,187417.2253811137,68.88095093765452
Tropical hardwoods group,13.0-14.9,Unknown/not sure/other,460439.5911661,100587401152.79341,1,317155.16888865834,68.8809509376545
Tropical hardwoods group,15.0-16.9,Unknown/not sure/other,381155.24788250745,68929015507.40689,1,262543.3592902454,68.88095093765452
Tropical hardwoods group,17.0-18.9,Unknown/not sure/other,181236.17306828313,15584326367.12997,1,124837.19945244674,68.88095093765453
Tropical hardwoods group,19.0-20.9,Unknown/not sure/other,349935.9654057828,58099905888.84286,1,241039.22064436498,68.88095093765453
Tropical hardwoods group,21.0-28.9,Unknown/not sure/other,598571.1070561004,169992502641.01892,1,412301.470578288,68.88095093765452
Exotic hardwoods group,1.0-2.9,No visible disturbance,325812.76910022955,12063236739.796888,10,109832.76714986694,33.71039368812435
Exotic hardwoods group,3.0-4.9,No visible disturbance,818581.531103748,50510451229.68403,11,224745.30302029458,27.455457334501
Exotic hardwoods group,5.0-6.9,No visible disturbance,839027.6133785713,50253923562.819534,12,224173.86904547893,26.71829454370188
Exotic hardwoods group,7.0-8.9,No visible disturbance,823166.5330710859,65209850364.22157,12,255362.19446938808,31.021935927919444
Exotic hardwoods group,9.0-10.9,No visible disturbance,828531.1921615293,78523091650.50183,10,280219.7203097987,33.821263817327406
Exotic hardwoods group,11.0-12.9,No visible disturbance,537780.6179589499,46220464705.78099,7,214989.4525454237,39.97716640688497
Exotic hardwoods group,13.0-14.9,No visible disturbance,186128.1706206734,7233391285.825038,3,85049.3461810556,45.69396770915725
Exotic hardwoods group,17.0-18.9,No visible disturbance,141257.40524830145,9572696334.306034,1,97840.15706398898,69.26373657508866
Exotic hardwoods group,21.0-28.9,No visible disturbance,239511.69232435554,30283032060.936813,1,174020.2058984439,72.65624663650213
Exotic hardwoods group,5.0-6.9,Insect damage to trees including seedlings and saplings,29072.303751928514,837708852.3012584,1,28943.200450213837,99.55592338737135
Exotic hardwoods group,7.0-8.9,Insect damage to trees including seedlings and saplings,30702.599618179047,934296039.7130699,1,30566.2565538057,99.55592338737135
Exotic hardwoods group,9.0-10.9,Insect damage to trees including seedlings and saplings,32352.10190592272,1037383207.0543827,1,32208.433787664726,99.55592338737135
Exotic hardwoods group,11.0-12.9,Insect damage to trees including seedlings and saplings,31058.024085688794,956052748.775779,1,30920.102664379672,99.55592338737134
Exotic hardwoods group,1.0-2.9,Disease damage to understory vegetation,18956.431662093604,170494921.57207245,1,13057.370392696703,68.88095093765452
Exotic hardwoods group,5.0-6.9,Disease damage to understory vegetation,32751.204517346094,508923871.5467218,1,22559.341115084055,68.88095093765453
Exotic hardwoods group,7.0-8.9,Disease damage to understory vegetation,24101.357390555488,275601307.6432431,1,16601.244159497295,68.88095093765452
Exotic hardwoods group,11.0-12.9,Disease damage to understory vegetation,47811.41874578657,1084579847.0426977,1,32932.9598888818,68.88095093765452
Exotic hardwoods group,15.0-16.9,Disease damage to understory vegetation,97724.51208068368,4531117139.692495,1,67313.57322035798,68.88095093765452
Exotic hardwoods group,1.0-2.9,"Disease damage to trees, including seedlings and saplings",22684.167127565637,508144824.3904383,1,22542.0678818612,99.37357521259064
Exotic hardwoods group,3.0-4.9,"Disease damage to trees, including seedlings and saplings",25910.93215290425,662991413.9447191,1,25748.61965124964,99.37357521259065
Exotic hardwoods group,5.0-6.9,"Disease damage to trees, including seedlings and saplings",28190.270861109344,784766268.0835205,1,28013.680016797516,99.37357521259064
Exotic hardwoods group,7.0-8.9,"Disease damage to trees, including seedlings and saplings",42121.76828531939,1752084385.778015,1,41857.90708788502,99.37357521259065
Exotic hardwoods group,9.0-10.9,"Disease damage to trees, including seedlings and saplings",12377.799718900194,151296448.05650127,1,12300.262113325116,99.37357521259062
Exotic hardwoods group,9.0-10.9,"Wind (includes hurricane, tornado)",31060.2602354567,928410383.26155,1,30469.82742421673,98.09907319911648
Exotic hardwoods group,11.0-12.9,"Wind (includes hurricane, tornado)",29905.29427390933,860648803.5383247,1,29336.8165201735,98.09907319911648
Exotic hardwoods group,13.0-14.9,"Wind (includes hurricane, tornado)",42583.239550078295,1745047303.317841,1,41773.76333678642,98.09907319911646
Exotic hardwoods group,1.0-2.9,Human-caused damage,28630.88061948131,337412538.5541925,2,18368.79251758788,64.15727396484341
Exotic hardwoods group,3.0-4.9,Human-caused damage,9825.071750658766,94833902.86813746,1,9738.270014131744,99.11652821750434
Exotic hardwoods group,5.0-6.9,Human-caused damage,57243.87052990004,1252797787.5506651,2,35394.8836352186,61.83174426811492
Exotic hardwoods group,7.0-8.9,Human-caused damage,48167.0392359745,1151512793.0062656,1,33933.94750108312,70.45055714310729
Exotic hardwoods group,9.0-10.9,Human-caused damage,20984.368511879577,432597466.5988661,1,20798.977537342216,99.11652821750434
Exotic hardwoods group,15.0-16.9,Human-caused damage,63992.7153749331,4023029716.4417553,1,63427.3577917428,99.11652821750432
Exotic hardwoods group,17.0-18.9,Human-caused damage,67911.70017922972,4530867578.160529,1,67311.71947113318,99.11652821750435
Exotic hardwoods group,19.0-20.9,Human-caused damage,83624.14012735189,6869980323.92744,1,82885.3444459721,99.11652821750435
Nonstocked,1.0-2.9,No visible disturbance,24512.9682715484,138664528.30595937,4,11775.590359126772,48.03820666954646
Nonstocked,3.0-4.9,No visible disturbance,12444.261254934652,163724470.2416523,1,12795.486322983284,102.8223858439918
Nonstocked,5.0-6.9,No visible disturbance,193566.0580449371,2563496221.314064,15,50630.980844874655,26.156951976115817
Nonstocked,7.0-8.9,No visible disturbance,185534.84867768106,3802896253.2062216,9,61667.6272707668,33.237759757951665
Nonstocked,9.0-10.9,No visible disturbance,141087.66566940484,2568008737.3200145,5,50675.52404583513,35.917756386002935
