   ,GRP1,GRP2,ESTIMATE
307,`0211 SPCD 403 - pignut hickory (Carya glabra),`0043 47 Tennessee,17683365.18
308,`0211 SPCD 403 - pignut hickory (Carya glabra),`0047 51 Virginia,10884271.92
309,`0212 SPCD 404 - pecan (Carya illinoinensis),`0001 01 Alabama,113457.4932
310,`0212 SPCD 404 - pecan (Carya illinoinensis),`0004 05 Arkansas,220683.5027
311,`0212 SPCD 404 - pecan (Carya illinoinensis),`0011 13 Georgia,1633805.949
312,`0212 SPCD 404 - pecan (Carya illinoinensis),`0018 21 Kentucky,
313,`0212 SPCD 404 - pecan (Carya illinoinensis),`0025 28 Mississippi,2127358.519
314,`0212 SPCD 404 - pecan (Carya illinoinensis),`0034 37 North Carolina,78846.22414
315,`0212 SPCD 404 - pecan (Carya illinoinensis),`0037 40 Oklahoma,624594.679
316,`0212 SPCD 404 - pecan (Carya illinoinensis),`0041 45 South Carolina,227927.3161
317,`0212 SPCD 404 - pecan (Carya illinoinensis),`0043 47 Tennessee,0
318,`0212 SPCD 404 - pecan (Carya illinoinensis),`0047 51 Virginia,0
319,`0213 SPCD 405 - shellbark hickory (Carya laciniosa),`0001 01 Alabama,
320,`0213 SPCD 405 - shellbark hickory (Carya laciniosa),`0011 13 Georgia,
321,`0213 SPCD 405 - shellbark hickory (Carya laciniosa),`0018 21 Kentucky,541661.3399
322,`0213 SPCD 405 - shellbark hickory (Carya laciniosa),`0025 28 Mississippi,
323,`0213 SPCD 405 - shellbark hickory (Carya laciniosa),`0034 37 North Carolina,
324,`0213 SPCD 405 - shellbark hickory (Carya laciniosa),`0037 40 Oklahoma,
325,`0213 SPCD 405 - shellbark hickory (Carya laciniosa),`0041 45 South Carolina,
326,`0213 SPCD 405 - shellbark hickory (Carya laciniosa),`0043 47 Tennessee,325781.0866
327,`0213 SPCD 405 - shellbark hickory (Carya laciniosa),`0047 51 Virginia,
328,`0214 SPCD 406 - nutmeg hickory (Carya myristiciformis),`0001 01 Alabama,
329,`0214 SPCD 406 - nutmeg hickory (Carya myristiciformis),`0004 05 Arkansas,
330,`0214 SPCD 406 - nutmeg hickory (Carya myristiciformis),`0025 28 Mississippi,
331,`0215 SPCD 407 - shagbark hickory (Carya ovata),`0001 01 Alabama,2561362.895
332,`0215 SPCD 407 - shagbark hickory (Carya ovata),`0004 05 Arkansas,3064214.766
333,`0215 SPCD 407 - shagbark hickory (Carya ovata),`0011 13 Georgia,68231.28085
334,`0215 SPCD 407 - shagbark hickory (Carya ovata),`0018 21 Kentucky,3629799.168
335,`0215 SPCD 407 - shagbark hickory (Carya ovata),`0025 28 Mississippi,229210.7164
336,`0215 SPCD 407 - shagbark hickory (Carya ovata),`0034 37 North Carolina,969738.5889
337,`0215 SPCD 407 - shagbark hickory (Carya ovata),`0037 40 Oklahoma,
338,`0215 SPCD 407 - shagbark hickory (Carya ovata),`0041 45 South Carolina,823372.0927
339,`0215 SPCD 407 - shagbark hickory (Carya ovata),`0043 47 Tennessee,2826055.099
340,`0215 SPCD 407 - shagbark hickory (Carya ovata),`0047 51 Virginia,813152.8972
341,`0216 SPCD 408 - black hickory (Carya texana),`0001 01 Alabama,
342,`0216 SPCD 408 - black hickory (Carya texana),`0004 05 Arkansas,3004986.38
343,`0216 SPCD 408 - black hickory (Carya texana),`0025 28 Mississippi,
344,`0216 SPCD 408 - black hickory (Carya texana),`0037 40 Oklahoma,529886.3464
345,`0217 SPCD 409 - mockernut hickory (Carya alba),`0001 01 Alabama,5574585.157
346,`0217 SPCD 409 - mockernut hickory (Carya alba),`0004 05 Arkansas,2739947.518
347,`0217 SPCD 409 - mockernut hickory (Carya alba),`0011 13 Georgia,3921980.63
348,`0217 SPCD 409 - mockernut hickory (Carya alba),`0018 21 Kentucky,5118778.409
349,`0217 SPCD 409 - mockernut hickory (Carya alba),`0025 28 Mississippi,1785380.746
350,`0217 SPCD 409 - mockernut hickory (Carya alba),`0034 37 North Carolina,2619516.008
351,`0217 SPCD 409 - mockernut hickory (Carya alba),`0037 40 Oklahoma,681494.2351
352,`0217 SPCD 409 - mockernut hickory (Carya alba),`0041 45 South Carolina,2130242.928
353,`0217 SPCD 409 - mockernut hickory (Carya alba),`0043 47 Tennessee,5022359.668
354,`0217 SPCD 409 - mockernut hickory (Carya alba),`0047 51 Virginia,12766818.97
355,`0218 SPCD 410 - sand hickory (Carya pallida),`0001 01 Alabama,15348.57045
356,`0218 SPCD 410 - sand hickory (Carya pallida),`0011 13 Georgia,
357,`0218 SPCD 410 - sand hickory (Carya pallida),`0025 28 Mississippi,
358,`0218 SPCD 410 - sand hickory (Carya pallida),`0041 45 South Carolina,18674.32852
359,`0218 SPCD 410 - sand hickory (Carya pallida),`0043 47 Tennessee,513538.9624
360,`0220 SPCD 412 - red hickory (Carya ovalis),`0001 01 Alabama,1164188.386
361,`0220 SPCD 412 - red hickory (Carya ovalis),`0011 13 Georgia,99986.06463
362,`0220 SPCD 412 - red hickory (Carya ovalis),`0025 28 Mississippi,
363,`0220 SPCD 412 - red hickory (Carya ovalis),`0034 37 North Carolina,
364,`0220 SPCD 412 - red hickory (Carya ovalis),`0047 51 Virginia,
365,`0221 SPCD 413 - southern shagbark hickory (Carya carolinae-septentrionalis),`0001 01 Alabama,
366,`0221 SPCD 413 - southern shagbark hickory (Carya carolinae-septentrionalis),`0011 13 Georgia,
367,`0221 SPCD 413 - southern shagbark hickory (Carya carolinae-septentrionalis),`0025 28 Mississippi,
368,`0221 SPCD 413 - southern shagbark hickory (Carya carolinae-septentrionalis),`0041 45 South Carolina,
369,`0223 SPCD 421 - American chestnut (Castanea dentata),`0011 13 Georgia,
370,`0223 SPCD 421 - American chestnut (Castanea dentata),`0018 21 Kentucky,
371,`0223 SPCD 421 - American chestnut (Castanea dentata),`0034 37 North Carolina,
372,`0223 SPCD 421 - American chestnut (Castanea dentata),`0043 47 Tennessee,
373,`0223 SPCD 421 - American chestnut (Castanea dentata),`0047 51 Virginia,
374,`0224 SPCD 422 - Allegheny chinkapin (Castanea pumila),`0001 01 Alabama,
375,`0224 SPCD 422 - Allegheny chinkapin (Castanea pumila),`0011 13 Georgia,
376,`0224 SPCD 422 - Allegheny chinkapin (Castanea pumila),`0034 37 North Carolina,
377,`0224 SPCD 422 - Allegheny chinkapin (Castanea pumila),`0041 45 South Carolina,
378,`0224 SPCD 422 - Allegheny chinkapin (Castanea pumila),`0047 51 Virginia,
379,`0225 SPCD 423 - Ozark chinkapin (Castanea pumila),`0004 05 Arkansas,
380,`0225 SPCD 423 - Ozark chinkapin (Castanea pumila),`0037 40 Oklahoma,
381,`0226 SPCD 424 - Chinese chestnut (Castanea mollissima),`0018 21 Kentucky,
382,`0226 SPCD 424 - Chinese chestnut (Castanea mollissima),`0025 28 Mississippi,
383,`0226 SPCD 424 - Chinese chestnut (Castanea mollissima),`0034 37 North Carolina,
384,`0226 SPCD 424 - Chinese chestnut (Castanea mollissima),`0047 51 Virginia,
385,`0229 SPCD 451 - southern catalpa (Catalpa bignonioides),`0001 01 Alabama,
386,`0229 SPCD 451 - southern catalpa (Catalpa bignonioides),`0011 13 Georgia,
387,`0229 SPCD 451 - southern catalpa (Catalpa bignonioides),`0025 28 Mississippi,
388,`0229 SPCD 451 - southern catalpa (Catalpa bignonioides),`0034 37 North Carolina,0
389,`0229 SPCD 451 - southern catalpa (Catalpa bignonioides),`0037 40 Oklahoma,
390,`0229 SPCD 451 - southern catalpa (Catalpa bignonioides),`0043 47 Tennessee,
391,`0229 SPCD 451 - southern catalpa (Catalpa bignonioides),`0047 51 Virginia,
392,`0230 SPCD 452 - northern catalpa (Catalpa speciosa),`0004 05 Arkansas,
393,`0230 SPCD 452 - northern catalpa (Catalpa speciosa),`0018 21 Kentucky,75283.11236
394,`0230 SPCD 452 - northern catalpa (Catalpa speciosa),`0034 37 North Carolina,
395,`0230 SPCD 452 - northern catalpa (Catalpa speciosa),`0047 51 Virginia,
396,`0232 SPCD 461 - sugarberry (Celtis laevigata),`0001 01 Alabama,2985310.721
397,`0232 SPCD 461 - sugarberry (Celtis laevigata),`0004 05 Arkansas,4107571.521
398,`0232 SPCD 461 - sugarberry (Celtis laevigata),`0011 13 Georgia,79392.88585
399,`0232 SPCD 461 - sugarberry (Celtis laevigata),`0018 21 Kentucky,0
400,`0232 SPCD 461 - sugarberry (Celtis laevigata),`0025 28 Mississippi,3796985.081
401,`0232 SPCD 461 - sugarberry (Celtis laevigata),`0034 37 North Carolina,
402,`0232 SPCD 461 - sugarberry (Celtis laevigata),`0037 40 Oklahoma,26227.51507
403,`0232 SPCD 461 - sugarberry (Celtis laevigata),`0041 45 South Carolina,275124.1984
404,`0232 SPCD 461 - sugarberry (Celtis laevigata),`0043 47 Tennessee,376684.5868
405,`0232 SPCD 461 - sugarberry (Celtis laevigata),`0047 51 Virginia,0
406,`0233 SPCD 462 - hackberry (Celtis occidentalis),`0001 01 Alabama,0
407,`0233 SPCD 462 - hackberry (Celtis occidentalis),`0004 05 Arkansas,48142.31013
408,`0233 SPCD 462 - hackberry (Celtis occidentalis),`0011 13 Georgia,0
409,`0233 SPCD 462 - hackberry (Celtis occidentalis),`0018 21 Kentucky,150024.5202
410,`0233 SPCD 462 - hackberry (Celtis occidentalis),`0025 28 Mississippi,
411,`0233 SPCD 462 - hackberry (Celtis occidentalis),`0034 37 North Carolina,805959.5322
412,`0233 SPCD 462 - hackberry (Celtis occidentalis),`0037 40 Oklahoma,1040490.632
413,`0233 SPCD 462 - hackberry (Celtis occidentalis),`0041 45 South Carolina,614867.3206
414,`0233 SPCD 462 - hackberry (Celtis occidentalis),`0043 47 Tennessee,1678681.613
415,`0233 SPCD 462 - hackberry (Celtis occidentalis),`0047 51 Virginia,395309.9927
416,`0234 SPCD 463 - netleaf hackberry (Celtis laevigata),`0037 40 Oklahoma,108250.8457
417,`0235 SPCD 471 - eastern redbud (Cercis canadensis),`0001 01 Alabama,170033.481
418,`0235 SPCD 471 - eastern redbud (Cercis canadensis),`0004 05 Arkansas,68391.06321
419,`0235 SPCD 471 - eastern redbud (Cercis canadensis),`0011 13 Georgia,0
420,`0235 SPCD 471 - eastern redbud (Cercis canadensis),`0018 21 Kentucky,134681.5589
421,`0235 SPCD 471 - eastern redbud (Cercis canadensis),`0025 28 Mississippi,9838.440466
422,`0235 SPCD 471 - eastern redbud (Cercis canadensis),`0034 37 North Carolina,144680.4613
423,`0235 SPCD 471 - eastern redbud (Cercis canadensis),`0037 40 Oklahoma,0
424,`0235 SPCD 471 - eastern redbud (Cercis canadensis),`0041 45 South Carolina,
425,`0235 SPCD 471 - eastern redbud (Cercis canadensis),`0043 47 Tennessee,30095.71719
426,`0235 SPCD 471 - eastern redbud (Cercis canadensis),`0047 51 Virginia,225660.3757
427,`0237 SPCD 481 - yellowwood (Cladrastis kentukea),`0011 13 Georgia,
428,`0237 SPCD 481 - yellowwood (Cladrastis kentukea),`0018 21 Kentucky,
429,`0237 SPCD 481 - yellowwood (Cladrastis kentukea),`0034 37 North Carolina,
430,`0237 SPCD 481 - yellowwood (Cladrastis kentukea),`0043 47 Tennessee,
431,`0239 SPCD 491 - flowering dogwood (Cornus florida),`0001 01 Alabama,612653.1342
432,`0239 SPCD 491 - flowering dogwood (Cornus florida),`0004 05 Arkansas,92159.64891
433,`0239 SPCD 491 - flowering dogwood (Cornus florida),`0011 13 Georgia,182279.3666
434,`0239 SPCD 491 - flowering dogwood (Cornus florida),`0018 21 Kentucky,72021.0362
435,`0239 SPCD 491 - flowering dogwood (Cornus florida),`0025 28 Mississippi,108114.18
436,`0239 SPCD 491 - flowering dogwood (Cornus florida),`0034 37 North Carolina,227801.848
437,`0239 SPCD 491 - flowering dogwood (Cornus florida),`0037 40 Oklahoma,9136.661494
438,`0239 SPCD 491 - flowering dogwood (Cornus florida),`0041 45 South Carolina,72766.15902
439,`0239 SPCD 491 - flowering dogwood (Cornus florida),`0043 47 Tennessee,121244.6632
440,`0239 SPCD 491 - flowering dogwood (Cornus florida),`0047 51 Virginia,84153.30911
441,`0241 SPCD 500 - hawthorn spp. (Crataegus spp.),`0001 01 Alabama,
442,`0241 SPCD 500 - hawthorn spp. (Crataegus spp.),`0004 05 Arkansas,
443,`0241 SPCD 500 - hawthorn spp. (Crataegus spp.),`0011 13 Georgia,12450.29068
444,`0241 SPCD 500 - hawthorn spp. (Crataegus spp.),`0018 21 Kentucky,
445,`0241 SPCD 500 - hawthorn spp. (Crataegus spp.),`0025 28 Mississippi,
446,`0241 SPCD 500 - hawthorn spp. (Crataegus spp.),`0034 37 North Carolina,53178.63653
447,`0241 SPCD 500 - hawthorn spp. (Crataegus spp.),`0037 40 Oklahoma,
448,`0241 SPCD 500 - hawthorn spp. (Crataegus spp.),`0041 45 South Carolina,7986.192206
449,`0241 SPCD 500 - hawthorn spp. (Crataegus spp.),`0043 47 Tennessee,
450,`0241 SPCD 500 - hawthorn spp. (Crataegus spp.),`0047 51 Virginia,
451,`0242 SPCD 501 - cockspur hawthorn (Crataegus crus-galli),`0004 05 Arkansas,
452,`0242 SPCD 501 - cockspur hawthorn (Crataegus crus-galli),`0025 28 Mississippi,
453,`0242 SPCD 501 - cockspur hawthorn (Crataegus crus-galli),`0034 37 North Carolina,
454,`0242 SPCD 501 - cockspur hawthorn (Crataegus crus-galli),`0037 40 Oklahoma,
455,`0242 SPCD 501 - cockspur hawthorn (Crataegus crus-galli),`0043 47 Tennessee,
456,`0243 SPCD 502 - downy hawthorn (Crataegus mollis),`0001 01 Alabama,
457,`0243 SPCD 502 - downy hawthorn (Crataegus mollis),`0011 13 Georgia,
458,`0243 SPCD 502 - downy hawthorn (Crataegus mollis),`0018 21 Kentucky,
459,`0243 SPCD 502 - downy hawthorn (Crataegus mollis),`0034 37 North Carolina,85185.6699
460,`0243 SPCD 502 - downy hawthorn (Crataegus mollis),`0037 40 Oklahoma,
461,`0243 SPCD 502 - downy hawthorn (Crataegus mollis),`0041 45 South Carolina,
462,`0243 SPCD 502 - downy hawthorn (Crataegus mollis),`0043 47 Tennessee,
463,`0243 SPCD 502 - downy hawthorn (Crataegus mollis),`0047 51 Virginia,
464,`0277 SPCD 520 - persimmon spp. (Diospyros spp.),`0047 51 Virginia,
465,`0279 SPCD 521 - common persimmon (Diospyros virginiana),`0001 01 Alabama,519737.4456
466,`0279 SPCD 521 - common persimmon (Diospyros virginiana),`0004 05 Arkansas,222714.4731
467,`0279 SPCD 521 - common persimmon (Diospyros virginiana),`0011 13 Georgia,152531.7752
468,`0279 SPCD 521 - common persimmon (Diospyros virginiana),`0018 21 Kentucky,191309.4934
469,`0279 SPCD 521 - common persimmon (Diospyros virginiana),`0025 28 Mississippi,308604.363
470,`0279 SPCD 521 - common persimmon (Diospyros virginiana),`0034 37 North Carolina,75518.19523
471,`0279 SPCD 521 - common persimmon (Diospyros virginiana),`0037 40 Oklahoma,0
472,`0279 SPCD 521 - common persimmon (Diospyros virginiana),`0041 45 South Carolina,275351.3045
473,`0279 SPCD 521 - common persimmon (Diospyros virginiana),`0043 47 Tennessee,174306.4845
474,`0279 SPCD 521 - common persimmon (Diospyros virginiana),`0047 51 Virginia,13974.49316
475,`0286 SPCD 5260 - eastern baccharis (Baccharis halimifolia),`0011 13 Georgia,
476,`0286 SPCD 5260 - eastern baccharis (Baccharis halimifolia),`0034 37 North Carolina,
477,`0286 SPCD 5260 - eastern baccharis (Baccharis halimifolia),`0041 45 South Carolina,
478,`0291 SPCD 531 - American beech (Fagus grandifolia),`0001 01 Alabama,1038775.628
479,`0291 SPCD 531 - American beech (Fagus grandifolia),`0004 05 Arkansas,107566.889
480,`0291 SPCD 531 - American beech (Fagus grandifolia),`0011 13 Georgia,1287517.698
481,`0291 SPCD 531 - American beech (Fagus grandifolia),`0018 21 Kentucky,6544398.081
482,`0291 SPCD 531 - American beech (Fagus grandifolia),`0025 28 Mississippi,3218395.043
483,`0291 SPCD 531 - American beech (Fagus grandifolia),`0034 37 North Carolina,3843691.548
484,`0291 SPCD 531 - American beech (Fagus grandifolia),`0041 45 South Carolina,258608.2871
485,`0291 SPCD 531 - American beech (Fagus grandifolia),`0043 47 Tennessee,5479512.785
486,`0291 SPCD 531 - American beech (Fagus grandifolia),`0047 51 Virginia,2898832.494
487,`0302 SPCD 541 - white ash (Fraxinus americana),`0001 01 Alabama,1591751.209
488,`0302 SPCD 541 - white ash (Fraxinus americana),`0004 05 Arkansas,141383.1193
489,`0302 SPCD 541 - white ash (Fraxinus americana),`0011 13 Georgia,
490,`0302 SPCD 541 - white ash (Fraxinus americana),`0018 21 Kentucky,5331879.926
491,`0302 SPCD 541 - white ash (Fraxinus americana),`0025 28 Mississippi,470912.8513
492,`0302 SPCD 541 - white ash (Fraxinus americana),`0034 37 North Carolina,753754.0601
493,`0302 SPCD 541 - white ash (Fraxinus americana),`0037 40 Oklahoma,366630.5407
494,`0302 SPCD 541 - white ash (Fraxinus americana),`0041 45 South Carolina,139555.005
495,`0302 SPCD 541 - white ash (Fraxinus americana),`0043 47 Tennessee,2369623.83
496,`0302 SPCD 541 - white ash (Fraxinus americana),`0047 51 Virginia,1112740.901
497,`0313 SPCD 544 - green ash (Fraxinus pennsylvanica),`0001 01 Alabama,3592703.544
498,`0313 SPCD 544 - green ash (Fraxinus pennsylvanica),`0004 05 Arkansas,2063342.964
499,`0313 SPCD 544 - green ash (Fraxinus pennsylvanica),`0011 13 Georgia,3486809.625
500,`0313 SPCD 544 - green ash (Fraxinus pennsylvanica),`0018 21 Kentucky,2372973.218
501,`0313 SPCD 544 - green ash (Fraxinus pennsylvanica),`0025 28 Mississippi,3733127.761
502,`0313 SPCD 544 - green ash (Fraxinus pennsylvanica),`0034 37 North Carolina,3746521.431
503,`0313 SPCD 544 - green ash (Fraxinus pennsylvanica),`0037 40 Oklahoma,413797.3329
504,`0313 SPCD 544 - green ash (Fraxinus pennsylvanica),`0041 45 South Carolina,4303637.677
505,`0313 SPCD 544 - green ash (Fraxinus pennsylvanica),`0043 47 Tennessee,2432315.951
506,`0313 SPCD 544 - green ash (Fraxinus pennsylvanica),`0047 51 Virginia,790870.0929
507,`0314 SPCD 545 - pumpkin ash (Fraxinus profunda),`0001 01 Alabama,
508,`0314 SPCD 545 - pumpkin ash (Fraxinus profunda),`0034 37 North Carolina,
509,`0314 SPCD 545 - pumpkin ash (Fraxinus profunda),`0041 45 South Carolina,
510,`0315 SPCD 546 - blue ash (Fraxinus quadrangulata),`0004 05 Arkansas,
511,`0315 SPCD 546 - blue ash (Fraxinus quadrangulata),`0018 21 Kentucky,528722.9661
512,`0315 SPCD 546 - blue ash (Fraxinus quadrangulata),`0043 47 Tennessee,123602.5714
513,`0315 SPCD 546 - blue ash (Fraxinus quadrangulata),`0047 51 Virginia,
514,`0318 SPCD 548 - Carolina ash (Fraxinus caroliniana),`0001 01 Alabama,
515,`0318 SPCD 548 - Carolina ash (Fraxinus caroliniana),`0011 13 Georgia,
516,`0318 SPCD 548 - Carolina ash (Fraxinus caroliniana),`0034 37 North Carolina,
517,`0318 SPCD 548 - Carolina ash (Fraxinus caroliniana),`0041 45 South Carolina,
518,`0318 SPCD 548 - Carolina ash (Fraxinus caroliniana),`0047 51 Virginia,
519,`0319 SPCD 549 - Texas ash (Fraxinus texensis),`0037 40 Oklahoma,
520,`0324 SPCD 551 - waterlocust (Gleditsia aquatica),`0001 01 Alabama,
521,`0324 SPCD 551 - waterlocust (Gleditsia aquatica),`0004 05 Arkansas,
522,`0324 SPCD 551 - waterlocust (Gleditsia aquatica),`0011 13 Georgia,48319.37523
523,`0324 SPCD 551 - waterlocust (Gleditsia aquatica),`0025 28 Mississippi,
524,`0324 SPCD 551 - waterlocust (Gleditsia aquatica),`0041 45 South Carolina,
525,`0324 SPCD 551 - waterlocust (Gleditsia aquatica),`0043 47 Tennessee,
526,`0325 SPCD 552 - honeylocust (Gleditsia triacanthos),`0001 01 Alabama,260013.0671
527,`0325 SPCD 552 - honeylocust (Gleditsia triacanthos),`0004 05 Arkansas,86583.93689
528,`0325 SPCD 552 - honeylocust (Gleditsia triacanthos),`0011 13 Georgia,19604.49061
529,`0325 SPCD 552 - honeylocust (Gleditsia triacanthos),`0018 21 Kentucky,319247.2413
530,`0325 SPCD 552 - honeylocust (Gleditsia triacanthos),`0025 28 Mississippi,176025.5039
531,`0325 SPCD 552 - honeylocust (Gleditsia triacanthos),`0034 37 North Carolina,
532,`0325 SPCD 552 - honeylocust (Gleditsia triacanthos),`0037 40 Oklahoma,161518.4726
533,`0325 SPCD 552 - honeylocust (Gleditsia triacanthos),`0041 45 South Carolina,0
534,`0325 SPCD 552 - honeylocust (Gleditsia triacanthos),`0043 47 Tennessee,0
535,`0325 SPCD 552 - honeylocust (Gleditsia triacanthos),`0047 51 Virginia,
536,`0328 SPCD 555 - loblolly-bay (Gordonia lasianthus),`0011 13 Georgia,1547667.66
